T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
1015672,365,104,1001,3010,-21630,-82040
1015692,301,-2,994,9730,-21560,-81690
1015712,281,4,982,8750,-12600,-84350
1015732,259,82,953,14070,-8120,-82320
1015752,316,74,983,16450,-10990,-77770
1015772,357,111,988,17850,-14630,-80640
1015792,358,145,963,1750,-6510,-49490
1015812,385,150,963,-2520,3360,-43260
1015832,283,48,916,700,1050,-48930
1015852,312,121,923,-1190,-3010,-45500
1015872,401,131,988,10290,-10500,-54390
1015892,278,95,951,8470,-7000,-49000
1015912,293,91,934,3920,-6160,-39480
1015932,286,82,935,7700,-10010,-42560
1015952,313,152,931,17010,-13230,-51310
1015972,314,210,929,21000,-13370,-55930
1015992,310,235,921,15190,-10010,-50960
1016012,303,182,921,5740,-7630,-44870
1016032,314,176,910,-1540,-4900,-41090
1016052,303,188,913,-3710,-5180,-42000
1016072,300,234,928,-9800,-10360,-45150
1016092,328,207,914,-10570,-13790,-55300
1016112,338,249,933,-8750,-3010,-67620
1016132,299,232,949,-9030,3430,-68320
1016152,243,155,936,-24360,5180,-53480
1016172,317,174,977,-35770,2240,-48860
1016192,268,167,944,-33670,-3710,-45430
1016212,292,146,936,-29960,-8680,-36610
1016232,275,157,921,-26880,-7280,-35490
1016252,284,173,934,-26040,8540,-37800
1016272,273,96,942,-26460,23870,-37310
1016292,343,83,926,-27160,24430,-36330
1016312,224,76,942,-19880,15610,-36260
1016332,135,133,929,-14840,31570,-45220
1016352,316,238,1009,-490,21350,-64750
1016372,236,175,1008,4550,-6510,-85190
1016392,164,158,994,-17010,5390,-77420
1016412,116,161,1023,-33880,40320,-79450
1016432,241,169,1088,-41720,55300,-84140
1016452,136,109,1123,-44380,46620,-83790
1016472,24,113,1033,-44310,16870,-93380
1016492,171,142,1024,-38010,-35140,-82320
1016512,267,106,995,-22680,-71610,-52430
1016532,386,113,981,-8120,-68950,-28420
1016552,99,74,1034,-4690,-36120,-31640
1016572,90,124,1006,-6090,910,-60270
1016592,190,93,794,-13790,-25970,-41580
1016612,292,113,876,-10710,-44030,-23590
1016632,161,108,931,-11340,-280,-28000
1016652,234,125,872,-13790,31920,-35280
1016672,315,144,930,-8750,25900,-22610
1016692,372,108,1078,-13930,20020,-12460
1016712,396,137,1102,-11830,8960,-30870
1016732,332,148,1049,-3570,7210,-58030
1016752,0,103,1043,5530,16800,-82320
1016772,86,138,1025,420,-16870,-58730
1016792,175,126,946,-2100,-39830,-22120
1016812,284,155,987,-1890,-14490,-22960
1016832,361,180,1057,1890,38570,-53830
1016852,261,168,985,16310,50750,-88760
1016872,167,148,1041,28140,38710,-107030
1016892,317,198,1061,30240,12740,-91070
1016912,314,150,822,43120,11760,-93870
1016932,301,214,1036,65450,77910,-157150
1016952,63,183,1074,71750,97650,-182560
1016972,-91,326,1025,60620,32620,-165060
1016992,-274,253,939,48440,-22260,-133700
1017012,-272,197,875,33530,-32340,-98630
1017032,-121,244,862,15610,-17640,-68390
1017052,-50,259,840,4130,3500,-69440
1017072,-120,238,901,-11900,-3360,-51870
1017092,-167,231,946,-24080,-16730,-26600
1017112,-152,232,1012,-31010,-10500,-16590
1017132,-93,200,930,-23520,-5110,-17500
1017152,38,233,939,-13020,-8050,-16870
1017172,1,244,969,-15540,-2310,-24990
1017192,-111,240,981,-18480,-11620,-26180
1017212,40,189,894,-16660,-14980,-22400
1017232,77,256,1013,-11270,-8890,-23310
1017252,-29,255,937,-4550,-9660,-31920
1017272,37,152,881,11340,-77770,4900
1017292,87,222,973,-22890,-133770,65170
1017312,186,197,943,-56070,-77420,50470
1017332,142,226,1021,-43050,-50190,27440
1017352,125,208,985,-33110,-36680,5950
1017372,136,198,972,-20230,-4620,-30450
